center_cls,neighbour_cls,attention,distance
cyst,mark,0.005913642235100269,8
cyst,tumor_regression,0.029329288750886917,1
cyst,tumor_regression,0.02307431399822235,2
cyst,tumor_regression,0.019834471866488457,3
cyst,tumor_regression,0.01633811928331852,4
cyst,tumor_regression,0.013752579689025879,5
cyst,tumor_regression,0.012971596792340279,6
cyst,tumor_regression,0.012517561204731464,7
cyst,tumor_regression,0.012137750163674355,8
cyst,capsule,0.0045522404834628105,1
cyst,capsule,0.004160600248724222,2
cyst,capsule,0.0041518560610711575,3
cyst,capsule,0.0034474486019462347,4
cyst,capsule,0.0030621755868196487,5
cyst,capsule,0.002785797929391265,6
cyst,capsule,0.0029172920621931553,7
cyst,capsule,0.0030087658669799566,8
tumor_bleeding,background,0.02200218103826046,1
tumor_bleeding,background,0.013124186545610428,2
tumor_bleeding,background,0.008659019134938717,3
tumor_bleeding,background,0.006378228776156902,4
tumor_bleeding,background,0.004961366765201092,5
tumor_bleeding,background,0.004683321341872215,6
tumor_bleeding,background,0.00491197919473052,7
tumor_bleeding,background,0.005149727687239647,8
tumor_bleeding,cyst,0.002468825550749898,1
tumor_bleeding,cyst,0.0016835001297295094,2
tumor_bleeding,cyst,0.0012181097408756614,3
tumor_bleeding,cyst,0.0009417384280823171,4
tumor_bleeding,cyst,0.0007540538208559155,5
tumor_bleeding,cyst,0.0006958504673093557,6
tumor_bleeding,cyst,0.0006053210818208754,7
tumor_bleeding,cyst,0.0004922458902001381,8
tumor_bleeding,tumor_bleeding,0.19340389966964722,1
tumor_bleeding,tumor_bleeding,0.08374252915382385,2
tumor_bleeding,tumor_bleeding,0.04452419653534889,3
tumor_bleeding,tumor_bleeding,0.02615813910961151,4
tumor_bleeding,tumor_bleeding,0.016611715778708458,5
tumor_bleeding,tumor_bleeding,0.012867024168372154,6
tumor_bleeding,tumor_bleeding,0.011763843707740307,7
tumor_bleeding,tumor_bleeding,0.01063147559762001,8
tumor_bleeding,tumor_necrosis,0.010183011181652546,1
tumor_bleeding,tumor_necrosis,0.007772959768772125,2
tumor_bleeding,tumor_necrosis,0.006070621311664581,3
tumor_bleeding,tumor_necrosis,0.004765722434967756,4
tumor_bleeding,tumor_necrosis,0.0036442901473492384,5
tumor_bleeding,tumor_necrosis,0.003172854660078883,6
tumor_bleeding,tumor_necrosis,0.002888098591938615,7
tumor_bleeding,tumor_necrosis,0.0027728970162570477,8
tumor_bleeding,tumor_vital,0.09122274816036224,1
tumor_bleeding,tumor_vital,0.05349547788500786,2
tumor_bleeding,tumor_vital,0.036862507462501526,3
tumor_bleeding,tumor_vital,0.02729151025414467,4
tumor_bleeding,tumor_vital,0.0217591542750597,5
tumor_bleeding,tumor_vital,0.019131122156977654,6
tumor_bleeding,tumor_vital,0.020164718851447105,7
tumor_bleeding,tumor_vital,0.01915527880191803,8
tumor_bleeding,extrarenal,0.0018781748367473483,1
tumor_bleeding,extrarenal,0.002012261189520359,2
tumor_bleeding,extrarenal,0.0023778120521456003,3
tumor_bleeding,extrarenal,0.002896309597417712,4
tumor_bleeding,extrarenal,0.003398545552045107,5
tumor_bleeding,extrarenal,0.004253721795976162,6
tumor_bleeding,extrarenal,0.005531270522624254,7
tumor_bleeding,extrarenal,0.0062157888896763325,8
tumor_bleeding,cortex,0.004053438547998667,1
tumor_bleeding,cortex,0.0037815957330167294,2
tumor_bleeding,cortex,0.0034767361357808113,3
tumor_bleeding,cortex,0.0032002562656998634,4
tumor_bleeding,cortex,0.003352494677528739,5
tumor_bleeding,cortex,0.0036239493638277054,6
tumor_bleeding,cortex,0.0043428814969956875,7
tumor_bleeding,cortex,0.005270275287330151,8
tumor_bleeding,angioinvasion,0.0,1
tumor_bleeding,angioinvasion,2.7318456830016657e-08,2
tumor_bleeding,angioinvasion,2.5885037757689133e-07,3
tumor_bleeding,angioinvasion,7.279722353814577e-07,4
tumor_bleeding,angioinvasion,1.2055070328642614e-06,5
tumor_bleeding,angioinvasion,9.22523781810014e-07,6
tumor_bleeding,angioinvasion,1.6893063730094582e-06,7
tumor_bleeding,angioinvasion,9.676873560238164e-07,8
tumor_bleeding,mark,0.001221529790200293,1
tumor_bleeding,mark,0.0013016307493671775,2
tumor_bleeding,mark,0.0014708585804328322,3
tumor_bleeding,mark,0.0018139397725462914,4
tumor_bleeding,mark,0.0021859067492187023,5
tumor_bleeding,mark,0.002422338118776679,6
tumor_bleeding,mark,0.003168591996654868,7
tumor_bleeding,mark,0.004049745388329029,8
tumor_bleeding,tumor_regression,0.02475394494831562,1
tumor_bleeding,tumor_regression,0.01714487001299858,2
tumor_bleeding,tumor_regression,0.012690935283899307,3
tumor_bleeding,tumor_regression,0.009994723834097385,4
tumor_bleeding,tumor_regression,0.008732962422072887,5
tumor_bleeding,tumor_regression,0.007912660948932171,6
tumor_bleeding,tumor_regression,0.008327565155923367,7
tumor_bleeding,tumor_regression,0.008570008911192417,8
tumor_bleeding,capsule,0.0031008769292384386,1
tumor_bleeding,capsule,0.002378797624260187,2
tumor_bleeding,capsule,0.0020283744670450687,3
tumor_bleeding,capsule,0.0016576099442318082,4
tumor_bleeding,capsule,0.0014933720231056213,5
tumor_bleeding,capsule,0.0013967917766422033,6
tumor_bleeding,capsule,0.0015766178257763386,7
tumor_bleeding,capsule,0.0017716942820698023,8
tumor_necrosis,background,0.019625667482614517,1
tumor_necrosis,background,0.011421719565987587,2
tumor_necrosis,background,0.007538455072790384,3
tumor_necrosis,background,0.005724859889596701,4
tumor_necrosis,background,0.004749315325170755,5
tumor_necrosis,background,0.004599878564476967,6
tumor_necrosis,background,0.005056124180555344,7
tumor_necrosis,background,0.005020358134061098,8
tumor_necrosis,cyst,0.0001845679507823661,1
tumor_necrosis,cyst,6.944549386389554e-05,2
tumor_necrosis,cyst,4.1944662370951846e-05,3
tumor_necrosis,cyst,2.4956372726592235e-05,4
tumor_necrosis,cyst,2.3576243620482273e-05,5
tumor_necrosis,cyst,2.3156122551881708e-05,6
tumor_necrosis,cyst,3.1806586775928736e-05,7
tumor_necrosis,cyst,3.559369724825956e-05,8
tumor_necrosis,tumor_bleeding,0.00403051869943738,1
tumor_necrosis,tumor_bleeding,0.003075805027037859,2
tumor_necrosis,tumor_bleeding,0.0022942260839045048,3
tumor_necrosis,tumor_bleeding,0.0017043115803971887,4
tumor_necrosis,tumor_bleeding,0.001376671832986176,5
tumor_necrosis,tumor_bleeding,0.0013078656047582626,6
tumor_necrosis,tumor_bleeding,0.0012037275591865182,7
tumor_necrosis,tumor_bleeding,0.0010972904274240136,8
tumor_necrosis,tumor_necrosis,0.24846996366977692,1
tumor_necrosis,tumor_necrosis,0.12907209992408752,2
tumor_necrosis,tumor_necrosis,0.07975156605243683,3
tumor_necrosis,tumor_necrosis,0.05420992895960808,4
tumor_necrosis,tumor_necrosis,0.040085937827825546,5
tumor_necrosis,tumor_necrosis,0.034236177802085876,6
tumor_necrosis,tumor_necrosis,0.03242240846157074,7
tumor_necrosis,tumor_necrosis,0.02922496758401394,8
tumor_necrosis,tumor_vital,0.045746274292469025,1
tumor_necrosis,tumor_vital,0.027643686160445213,2
tumor_necrosis,tumor_vital,0.01946139521896839,3
tumor_necrosis,tumor_vital,0.014950286597013474,4
tumor_necrosis,tumor_vital,0.01266483310610056,5
tumor_necrosis,tumor_vital,0.012028024531900883,6
tumor_necrosis,tumor_vital,0.013284307904541492,7
tumor_necrosis,tumor_vital,0.012653077952563763,8
tumor_necrosis,extrarenal,0.0006501551251858473,1
tumor_necrosis,extrarenal,0.001002590055577457,2
tumor_necrosis,extrarenal,0.0011273837881162763,3
tumor_necrosis,extrarenal,0.00129654910415411,4
tumor_necrosis,extrarenal,0.001366947079077363,5
tumor_necrosis,extrarenal,0.0016002088086679578,6
tumor_necrosis,extrarenal,0.0021328269504010677,7
tumor_necrosis,extrarenal,0.002570130629464984,8
tumor_necrosis,cortex,0.00011364358942955732,1
tumor_necrosis,cortex,0.00016473396681249142,2
tumor_necrosis,cortex,0.0002434783527860418,3
tumor_necrosis,cortex,0.00037659367080777884,4
tumor_necrosis,cortex,0.0005556379328481853,5
tumor_necrosis,cortex,0.0007530871080234647,6
tumor_necrosis,cortex,0.0009970463579520583,7
tumor_necrosis,cortex,0.0012674236204475164,8
tumor_necrosis,angioinvasion,1.1759267408706364e-06,1
tumor_necrosis,angioinvasion,6.959292022656882e-07,2
tumor_necrosis,angioinvasion,8.030766593947192e-07,3
tumor_necrosis,angioinvasion,7.004555300227366e-07,4
tumor_necrosis,angioinvasion,1.0692903060771641e-06,5
tumor_necrosis,angioinvasion,1.3462397419061745e-06,6
tumor_necrosis,angioinvasion,1.0845824363059364e-06,7
tumor_necrosis,angioinvasion,7.31098680262221e-07,8
tumor_necrosis,mark,9.175929153570905e-05,1
tumor_necrosis,mark,0.0001228038308909163,2
tumor_necrosis,mark,0.00013400879106484354,3
tumor_necrosis,mark,0.00014846069097984582,4
tumor_necrosis,mark,0.00018168901442550123,5
tumor_necrosis,mark,0.0002570142096374184,6
tumor_necrosis,mark,0.00035962130641564727,7
tumor_necrosis,mark,0.00047846880625002086,8
tumor_necrosis,tumor_regression,0.02043629251420498,1
tumor_necrosis,tumor_regression,0.014747279696166515,2
tumor_necrosis,tumor_regression,0.011623055674135685,3
tumor_necrosis,tumor_regression,0.009193318895995617,4
tumor_necrosis,tumor_regression,0.008076424710452557,5
tumor_necrosis,tumor_regression,0.007794422563165426,6
tumor_necrosis,tumor_regression,0.008085193112492561,7
tumor_necrosis,tumor_regression,0.007937186397612095,8
tumor_necrosis,capsule,0.0013308493653312325,1
tumor_necrosis,capsule,0.0010101834777742624,2
tumor_necrosis,capsule,0.0008820925722829998,3
tumor_necrosis,capsule,0.0008442915277555585,4
tumor_necrosis,capsule,0.0008738018805161119,5
tumor_necrosis,capsule,0.000872511591296643,6
tumor_necrosis,capsule,0.0009931912645697594,7
tumor_necrosis,capsule,0.001119320746511221,8
tumor_vital,background,0.01465707365423441,1
tumor_vital,background,0.009684008546173573,2
tumor_vital,background,0.0075070420280098915,3
tumor_vital,background,0.00650241831317544,4
tumor_vital,background,0.0054929861798882484,5
tumor_vital,background,0.005912573076784611,6
tumor_vital,background,0.006886257790029049,7
tumor_vital,background,0.006992447189986706,8
tumor_vital,cyst,0.0008885308634489775,1
tumor_vital,cyst,0.0005750436102971435,2
tumor_vital,cyst,0.0004008824471384287,3
tumor_vital,cyst,0.0003098218876402825,4
tumor_vital,cyst,0.0002506002492737025,5
tumor_vital,cyst,0.0002549561904743314,6
tumor_vital,cyst,0.0002965091844089329,7
tumor_vital,cyst,0.0002762192452792078,8
tumor_vital,tumor_bleeding,0.0034836968407034874,1
tumor_vital,tumor_bleeding,0.0024295093026012182,2
tumor_vital,tumor_bleeding,0.0018802369013428688,3
tumor_vital,tumor_bleeding,0.0015127754304558039,4
tumor_vital,tumor_bleeding,0.0012245081597939134,5
tumor_vital,tumor_bleeding,0.0012066831113770604,6
tumor_vital,tumor_bleeding,0.001366959884762764,7
tumor_vital,tumor_bleeding,0.0012812193017452955,8
tumor_vital,tumor_necrosis,0.005092447157949209,1
tumor_vital,tumor_necrosis,0.0038260293658822775,2
tumor_vital,tumor_necrosis,0.0030005176085978746,3
tumor_vital,tumor_necrosis,0.0025372374802827835,4
tumor_vital,tumor_necrosis,0.002181508345529437,5
tumor_vital,tumor_necrosis,0.002226127777248621,6
tumor_vital,tumor_necrosis,0.002574142999947071,7
tumor_vital,tumor_necrosis,0.002579442923888564,8
tumor_vital,tumor_vital,0.206534281373024,1
tumor_vital,tumor_vital,0.12397084385156631,2
tumor_vital,tumor_vital,0.08676540106534958,3
tumor_vital,tumor_vital,0.06605447083711624,4
tumor_vital,tumor_vital,0.05324511229991913,5
tumor_vital,tumor_vital,0.04978898912668228,6
tumor_vital,tumor_vital,0.05590539798140526,7
tumor_vital,tumor_vital,0.05084986239671707,8
tumor_vital,extrarenal,0.003946519456803799,1
tumor_vital,extrarenal,0.0037158604245632887,2
tumor_vital,extrarenal,0.003593675559386611,3
tumor_vital,extrarenal,0.0036810438614338636,4
tumor_vital,extrarenal,0.0037416822742670774,5
tumor_vital,extrarenal,0.004297520965337753,6
tumor_vital,extrarenal,0.00552621204406023,7
tumor_vital,extrarenal,0.006260470952838659,8
tumor_vital,cortex,0.004265251569449902,1
tumor_vital,cortex,0.004262228030711412,2
tumor_vital,cortex,0.004145747050642967,3
tumor_vital,cortex,0.003957169596105814,4
tumor_vital,cortex,0.004105770494788885,5
tumor_vital,cortex,0.00453431298956275,6
tumor_vital,cortex,0.0057702395133674145,7
tumor_vital,cortex,0.006313130725175142,8
tumor_vital,angioinvasion,8.250342943938449e-06,1
tumor_vital,angioinvasion,8.063197128649335e-06,2
tumor_vital,angioinvasion,1.049452657753136e-05,3
tumor_vital,angioinvasion,1.2950637938047294e-05,4
tumor_vital,angioinvasion,1.260434237337904e-05,5
tumor_vital,angioinvasion,1.1900919162144419e-05,6
tumor_vital,angioinvasion,1.4218690012057777e-05,7
tumor_vital,angioinvasion,1.3080320968583692e-05,8
tumor_vital,mark,0.001516203978098929,1
tumor_vital,mark,0.0016977919731289148,2
tumor_vital,mark,0.0017972737550735474,3
tumor_vital,mark,0.0018395913066342473,4
tumor_vital,mark,0.0019963891245424747,5
tumor_vital,mark,0.0022859573364257812,6
tumor_vital,mark,0.0030205557122826576,7
tumor_vital,mark,0.003416671184822917,8
tumor_vital,tumor_regression,0.018945172429084778,1
tumor_vital,tumor_regression,0.014371697790920734,2
tumor_vital,tumor_regression,0.011600201018154621,3
tumor_vital,tumor_regression,0.009509001858532429,4
tumor_vital,tumor_regression,0.008426924236118793,5
tumor_vital,tumor_regression,0.00843641348183155,6
tumor_vital,tumor_regression,0.009523171931505203,7
tumor_vital,tumor_regression,0.009330110624432564,8
tumor_vital,capsule,0.0052197654731571674,1
tumor_vital,capsule,0.0033340035006403923,2
tumor_vital,capsule,0.0025524403899908066,3
tumor_vital,capsule,0.0020437410566955805,4
tumor_vital,capsule,0.0017930185422301292,5
tumor_vital,capsule,0.001743857515975833,6
tumor_vital,capsule,0.0019803992472589016,7
tumor_vital,capsule,0.0019602268002927303,8
extrarenal,background,0.03849789872765541,1
extrarenal,background,0.02717689983546734,2
extrarenal,background,0.019106455147266388,3
extrarenal,background,0.014552678912878036,4
extrarenal,background,0.013124260120093822,5
extrarenal,background,0.013382700271904469,6
extrarenal,background,0.014010299928486347,7
extrarenal,background,0.014605316333472729,8
extrarenal,cyst,2.1036004909547046e-05,1
extrarenal,cyst,6.194129673531279e-05,2
extrarenal,cyst,8.250332757597789e-05,3
extrarenal,cyst,0.000102206104202196,4
extrarenal,cyst,0.00010278725676471367,5
extrarenal,cyst,0.0001053271334967576,6
extrarenal,cyst,0.00014875116175971925,7
extrarenal,cyst,0.00016063505609054118,8
extrarenal,tumor_bleeding,0.0001367292570648715,1
extrarenal,tumor_bleeding,0.00017060300160665065,2
extrarenal,tumor_bleeding,0.000239072076510638,3
extrarenal,tumor_bleeding,0.00027971970848739147,4
extrarenal,tumor_bleeding,0.00034996247268281877,5
extrarenal,tumor_bleeding,0.0004548835277091712,6
extrarenal,tumor_bleeding,0.000610226474236697,7
extrarenal,tumor_bleeding,0.00071936403401196,8
extrarenal,tumor_necrosis,0.00012569550017360598,1
extrarenal,tumor_necrosis,0.00023189854982774705,2
extrarenal,tumor_necrosis,0.0003418960259296,3
extrarenal,tumor_necrosis,0.0003963242925237864,4
extrarenal,tumor_necrosis,0.00048315589083358645,5
extrarenal,tumor_necrosis,0.0006247807177715003,6
extrarenal,tumor_necrosis,0.0008610186632722616,7
extrarenal,tumor_necrosis,0.001057476387359202,8
extrarenal,tumor_vital,0.007604029029607773,1
extrarenal,tumor_vital,0.006296985782682896,2
extrarenal,tumor_vital,0.006280111614614725,3
extrarenal,tumor_vital,0.005619115196168423,4
extrarenal,tumor_vital,0.005849190056324005,5
extrarenal,tumor_vital,0.0065802400931715965,6
extrarenal,tumor_vital,0.008485601283609867,7
extrarenal,tumor_vital,0.009530920535326004,8
extrarenal,extrarenal,0.22845233976840973,1
extrarenal,extrarenal,0.12889842689037323,2
extrarenal,extrarenal,0.08342808485031128,3
extrarenal,extrarenal,0.05891640856862068,4
extrarenal,extrarenal,0.04768235608935356,5
extrarenal,extrarenal,0.04007904976606369,6
extrarenal,extrarenal,0.04043286293745041,7
extrarenal,extrarenal,0.036475758999586105,8
extrarenal,cortex,0.009961570613086224,1
extrarenal,cortex,0.007824436761438847,2
extrarenal,cortex,0.006905669346451759,3
extrarenal,cortex,0.005415046121925116,4
extrarenal,cortex,0.00521032465621829,5
extrarenal,cortex,0.005228193011134863,6
extrarenal,cortex,0.005965991877019405,7
extrarenal,cortex,0.006372737232595682,8
extrarenal,angioinvasion,0.00016224299906753004,1
extrarenal,angioinvasion,9.968991798814386e-05,2
extrarenal,angioinvasion,7.64254218665883e-05,3
extrarenal,angioinvasion,6.213722372194752e-05,4
extrarenal,angioinvasion,5.388799399952404e-05,5
extrarenal,angioinvasion,4.9405400204705074e-05,6
extrarenal,angioinvasion,5.194040932110511e-05,7
extrarenal,angioinvasion,5.5647444241913036e-05,8
extrarenal,mark,0.004090233240276575,1
extrarenal,mark,0.0034040333703160286,2
extrarenal,mark,0.0029900558292865753,3
extrarenal,mark,0.002394400304183364,4
extrarenal,mark,0.002239737892523408,5
extrarenal,mark,0.002318859798833728,6
extrarenal,mark,0.0025806273333728313,7
extrarenal,mark,0.0026926379650831223,8
extrarenal,tumor_regression,0.002718245843425393,1
extrarenal,tumor_regression,0.0022412629332393408,2
extrarenal,tumor_regression,0.002206359524279833,3
extrarenal,tumor_regression,0.0019258605316281319,4
extrarenal,tumor_regression,0.002012562472373247,5
extrarenal,tumor_regression,0.0022880760952830315,6
extrarenal,tumor_regression,0.002863930771127343,7
extrarenal,tumor_regression,0.0033005867153406143,8
extrarenal,capsule,0.00544954976066947,1
extrarenal,capsule,0.003301432589069009,2
extrarenal,capsule,0.0025098654441535473,3
extrarenal,capsule,0.0018187894020229578,4
extrarenal,capsule,0.001607193029485643,5
extrarenal,capsule,0.0015777137596160173,6
extrarenal,capsule,0.0017367430264130235,7
extrarenal,capsule,0.001782714738510549,8
cortex,background,0.0178219024091959,1
cortex,background,0.010123607702553272,2
cortex,background,0.006331015843898058,3
cortex,background,0.004961107857525349,4
cortex,background,0.0041427756659686565,5
cortex,background,0.004064297303557396,6
cortex,background,0.004698042292147875,7
cortex,background,0.004367017652839422,8
cortex,cyst,2.78769093711162e-05,1
cortex,cyst,4.648524190997705e-05,2
cortex,cyst,6.331778422463685e-05,3
cortex,cyst,6.73035901854746e-05,4
cortex,cyst,7.866099622333422e-05,5
cortex,cyst,8.974399679573253e-05,6
cortex,cyst,0.00010464302613399923,7
cortex,cyst,8.836426422931254e-05,8
cortex,tumor_bleeding,0.0003530554531607777,1
cortex,tumor_bleeding,0.00034573717857711017,2
cortex,tumor_bleeding,0.00031621314701624215,3
cortex,tumor_bleeding,0.0002988952328450978,4
cortex,tumor_bleeding,0.00029356867889873683,5
cortex,tumor_bleeding,0.0003267166612204164,6
cortex,tumor_bleeding,0.0004041120409965515,7
cortex,tumor_bleeding,0.0004234560765326023,8
cortex,tumor_necrosis,3.08322451019194e-05,1
cortex,tumor_necrosis,5.1232625992270187e-05,2
cortex,tumor_necrosis,0.00010235506488243118,3
cortex,tumor_necrosis,0.00013608277367893606,4
cortex,tumor_necrosis,0.00020856816263403744,5
cortex,tumor_necrosis,0.00026617373805493116,6
cortex,tumor_necrosis,0.00038583771674893796,7
cortex,tumor_necrosis,0.00047239387640729547,8
cortex,tumor_vital,0.010093355551362038,1
cortex,tumor_vital,0.007640655152499676,2
cortex,tumor_vital,0.006224451120942831,3
cortex,tumor_vital,0.005339250434190035,4
cortex,tumor_vital,0.005289167631417513,5
cortex,tumor_vital,0.005681280046701431,6
cortex,tumor_vital,0.00729547580704093,7
cortex,tumor_vital,0.007491023279726505,8
cortex,extrarenal,0.012957822531461716,1
cortex,extrarenal,0.009458961896598339,2
cortex,extrarenal,0.006897166837006807,3
cortex,extrarenal,0.006169680505990982,4
cortex,extrarenal,0.00556076318025589,5
cortex,extrarenal,0.005244389176368713,6
cortex,extrarenal,0.00612263847142458,7
cortex,extrarenal,0.005949908867478371,8
cortex,cortex,0.25761857628822327,1
cortex,cortex,0.14191314578056335,2
cortex,cortex,0.08631966263055801,3
cortex,cortex,0.05647832155227661,4
cortex,cortex,0.043071482330560684,5
cortex,cortex,0.035340532660484314,6
cortex,cortex,0.0334804505109787,7
cortex,cortex,0.02844015136361122,8
cortex,angioinvasion,0.00010707452020142227,1
cortex,angioinvasion,6.686255801469088e-05,2
cortex,angioinvasion,4.374451964395121e-05,3
cortex,angioinvasion,2.5826921046245843e-05,4
cortex,angioinvasion,1.786073698895052e-05,5
cortex,angioinvasion,1.4908019693393726e-05,6
cortex,angioinvasion,1.489448914071545e-05,7
cortex,angioinvasion,1.419290856574662e-05,8
cortex,mark,0.009290311485528946,1
cortex,mark,0.010162053629755974,2
cortex,mark,0.01002797856926918,3
cortex,mark,0.009387469850480556,4
cortex,mark,0.0095379538834095,5
cortex,mark,0.009910939261317253,6
cortex,mark,0.011300920508801937,7
cortex,mark,0.011592067778110504,8
cortex,tumor_regression,0.0038501862436532974,1
cortex,tumor_regression,0.003214837284758687,2
cortex,tumor_regression,0.002789706690236926,3
